Customer Key,Customer Name,Trader,Responsibility Center,Status,Date of Addition
C-234,Customer 234,Trader99,RC99,Canvassing,45282
C-2340,Customer 2340,Trader78,RC78,Active,45944
C-2341,Customer 2341,Trader70,RC70,Active,45961
C-235,Customer 235,Trader42,RC42,Open,44927
C-236,Customer 236,Trader99,RC99,Active,45372
C-237,Customer 237,Trader29,RC29,Canvassing,45419
C-238,Customer 238,Trader27,RC27,Canvassing,45419
C-239,Customer 239,Trader99,RC99,Active,45372
C-24,Customer 24,Trader99,RC99,Canvassing,45419
C-240,Customer 240,Trader26,RC26,Open,45695
C-241,Customer 241,Trader99,RC99,Canvassing,45419
C-242,Customer 242,Trader5,RC5,Active,45372
C-243,Customer 243,Trader99,RC99,Canvassing,45419
C-244,Customer 244,Trader20,RC20,Active,45372
C-245,Customer 245,Trader99,RC99,Canvassing,45419
C-246,Customer 246,Trader79,RC79,Canvassing,45282
C-247,Customer 247,Trader99,RC99,Active,45371
C-248,Customer 248,Trader51,RC51,Active,45097
C-249,Customer 249,Trader99,RC99,Active,45371
C-25,Customer 25,Trader99,RC99,Blacklisted,45419
C-250,Customer 250,Trader99,RC99,Canvassing,45419
C-251,Customer 251,Trader99,RC99,Canvassing,45419
C-252,Customer 252,Trader99,RC99,Active,45371
C-253,Customer 253,Trader39,RC39,Active,45371
C-254,Customer 254,Trader99,RC99,Canvassing,45419
C-255,Customer 255,Trader99,RC99,Canvassing,45419
C-256,Customer 256,Trader42,RC42,Active,45371
C-257,Customer 257,Trader58,RC58,Open,44927
C-258,Customer 258,Trader58,RC58,Open,44927
C-259,Customer 259,Trader46,RC46,Canvassing,45439
C-26,Customer 26,Trader77,RC77,Canvassing,45371
C-260,Customer 260,Trader99,RC99,Open,45694
C-261,Customer 261,Trader5,RC5,Active,45371
C-262,Customer 262,Trader26,RC26,Active,45282
C-263,Customer 263,Trader71,RC71,Active,45371
C-264,Customer 264,Trader99,RC99,Canvassing,45419
C-265,Customer 265,Trader99,RC99,Open,45695
C-266,Customer 266,Trader81,RC81,Canvassing,45419
C-267,Customer 267,Trader58,RC58,Canvassing,45282
C-268,Customer 268,Trader51,RC51,Active,45371
C-269,Customer 269,Trader51,RC51,Active,45097
C-27,Customer 27,Trader73,RC73,Canvassing,45282
C-270,Customer 270,Trader99,RC99,Active,45371
C-271,Customer 271,Trader26,RC26,Active,45371
C-272,Customer 272,Trader26,RC26,Open,44927
C-273,Customer 273,Trader51,RC51,Canvassing,45397
C-274,Customer 274,Trader99,RC99,Active,45371
C-275,Customer 275,Trader26,RC26,Open,44927
C-276,Customer 276,Trader65,RC65,Open,44927
C-277,Customer 277,Trader42,RC42,Active,45371
C-278,Customer 278,Trader51,RC51,Canvassing,45282
C-279,Customer 279,Trader99,RC99,Active,45371
C-28,Customer 28,Trader99,RC99,Canvassing,45097
C-280,Customer 280,Trader26,RC26,Open,44927
C-281,Customer 281,Trader99,RC99,Canvassing,45419
C-282,Customer 282,Trader26,RC26,Open,44927
C-283,Customer 283,Trader99,RC99,Canvassing,45419
C-284,Customer 284,Trader60,RC60,Open,44927
C-285,Customer 285,Trader99,RC99,Canvassing,45419
C-286,Customer 286,Trader99,RC99,Canvassing,45419
C-287,Customer 287,Trader99,RC99,Active,45371
C-288,Customer 288,Trader42,RC42,Canvassing,45097
C-289,Customer 289,Trader51,RC51,Active,45282
C-29,Customer 29,Trader99,RC99,Canvassing,45419
C-290,Customer 290,Trader65,RC65,Canvassing,45419
C-291,Customer 291,Trader99,RC99,Active,45097
C-292,Customer 292,Trader46,RC46,Active,45282
C-293,Customer 293,Trader42,RC42,Active,45371
C-294,Customer 294,Trader29,RC29,Canvassing,45419
C-295,Customer 295,Trader99,RC99,Open,44927
C-296,Customer 296,Trader99,RC99,Active,45282
C-297,Customer 297,Trader26,RC26,Open,44927
C-298,Customer 298,Trader99,RC99,Active,45282
C-299,Customer 299,Trader99,RC99,Canvassing,45282
C-03,Customer 3,Trader71,RC71,Canvassing,45419
C-30,Customer 30,Trader99,RC99,Canvassing,45282
C-300,Customer 300,Trader99,RC99,Active,45371
C-301,Customer 301,Trader99,RC99,Active,45371
C-302,Customer 302,Trader99,RC99,Canvassing,45419
C-303,Customer 303,Trader27,RC27,Canvassing,45097
C-304,Customer 304,Trader99,RC99,Active,45282
C-305,Customer 305,Trader99,RC99,Active,45371
C-306,Customer 306,Trader71,RC71,Active,45371
C-307,Customer 307,Trader39,RC39,Active,45371
C-308,Customer 308,Trader75,RC75,Canvassing,45419
C-309,Customer 309,Trader68,RC68,Active,45371
C-31,Customer 31,Trader20,RC20,Canvassing,45419
C-310,Customer 310,Trader82,RC82,Active,45282
C-311,Customer 311,Trader80,RC80,Canvassing,45419
C-312,Customer 312,Trader80,RC80,Canvassing,45419
C-313,Customer 313,Trader99,RC99,Active,45371
C-314,Customer 314,Trader81,RC81,Canvassing,45419
C-315,Customer 315,Trader42,RC42,Active,45371
C-316,Customer 316,Trader58,RC58,Open,44927
C-317,Customer 317,Trader99,RC99,Canvassing,45282
C-318,Customer 318,Trader99,RC99,Canvassing,45419
C-319,Customer 319,Trader26,RC26,Open,44927
C-32,Customer 32,Trader99,RC99,Canvassing,45097
C-320,Customer 320,Trader78,RC78,Canvassing,45282
C-321,Customer 321,Trader26,RC26,Open,44927
C-322,Customer 322,Trader26,RC26,Active,45419
C-323,Customer 323,Trader70,RC70,Canvassing,45371
C-324,Customer 324,Trader82,RC82,Active,45371
C-325,Customer 325,Trader46,RC46,Canvassing,45097
C-326,Customer 326,Trader74,RC74,Canvassing,45419
C-327,Customer 327,Trader42,RC42,Canvassing,45419
C-328,Customer 328,Trader26,RC26,Open,44927
C-329,Customer 329,Trader27,RC27,Active,45063
C-33,Customer 33,Trader51,RC51,Canvassing,45282
C-330,Customer 330,Trader99,RC99,Canvassing,45419
C-331,Customer 331,Trader20,RC20,Open,45538
C-332,Customer 332,Trader26,RC26,Canvassing,45282
C-333,Customer 333,Trader99,RC99,Canvassing,45419
C-334,Customer 334,Trader27,RC27,Canvassing,45282
C-335,Customer 335,Trader30,RC30,Canvassing,45303
C-336,Customer 336,Trader99,RC99,Canvassing,45282
C-337,Customer 337,Trader26,RC26,Open,44927
C-338,Customer 338,Trader6,RC6,Canvassing,45282
C-339,Customer 339,Trader26,RC26,Canvassing,45419
C-34,Customer 34,Trader26,RC26,Open,44927
C-340,Customer 340,Trader76,RC76,Open,45567
C-341,Customer 341,Trader99,RC99,Canvassing,45419
C-342,Customer 342,Trader52,RC52,Canvassing,45097
C-343,Customer 343,Trader51,RC51,Canvassing,45282
C-344,Customer 344,Trader5,RC5,Canvassing,45063
C-345,Customer 345,Trader99,RC99,Canvassing,45097
C-346,Customer 346,Trader26,RC26,Open,44927
C-347,Customer 347,Trader51,RC51,Canvassing,45063
C-348,Customer 348,Trader65,RC65,Open,44927
C-349,Customer 349,Trader27,RC27,Canvassing,45419
C-35,Customer 35,Trader51,RC51,Canvassing,45282
C-350,Customer 350,Trader26,RC26,Open,44927
C-351,Customer 351,Trader99,RC99,Canvassing,45419
C-352,Customer 352,Trader71,RC71,Canvassing,45063
C-353,Customer 353,Trader99,RC99,Blacklisted,45097
C-354,Customer 354,Trader26,RC26,Open,44927
C-355,Customer 355,Trader99,RC99,Canvassing,45419
C-356,Customer 356,Trader99,RC99,Canvassing,45419
C-357,Customer 357,Trader5,RC5,Active,45491
C-358,Customer 358,Trader38,RC38,Canvassing,45419
C-359,Customer 359,Trader26,RC26,Open,44927
C-36,Customer 36,Trader99,RC99,Canvassing,45282
C-360,Customer 360,Trader99,RC99,Canvassing,45419
C-361,Customer 361,Trader99,RC99,Canvassing,45282
C-362,Customer 362,Trader46,RC46,Canvassing,45282
C-363,Customer 363,Trader29,RC29,Canvassing,45419
C-364,Customer 364,Trader58,RC58,Open,44927
C-365,Customer 365,Trader99,RC99,Canvassing,45419
C-366,Customer 366,Trader51,RC51,Canvassing,45282
C-367,Customer 367,Trader99,RC99,Canvassing,45419
C-368,Customer 368,Trader99,RC99,Canvassing,45419
C-369,Customer 369,Trader26,RC26,Open,44927
C-37,Customer 37,Trader27,RC27,Canvassing,45419
C-370,Customer 370,Trader70,RC70,Canvassing,45419
C-371,Customer 371,Trader17,RC17,Open,44927
C-372,Customer 372,Trader58,RC58,Open,44927
C-373,Customer 373,Trader51,RC51,Open,44927
C-374,Customer 374,Trader26,RC26,Open,44927
C-375,Customer 375,Trader58,RC58,Canvassing,45419
C-376,Customer 376,Trader17,RC17,Canvassing,45446
C-377,Customer 377,Trader70,RC70,Canvassing,45282
C-378,Customer 378,Trader99,RC99,Canvassing,45282
C-379,Customer 379,Trader51,RC51,Canvassing,45419
C-38,Customer 38,Trader26,RC26,Open,44927
C-380,Customer 380,Trader40,RC40,Active,45377
C-381,Customer 381,Trader30,RC30,Active,45063
C-382,Customer 382,Trader99,RC99,Canvassing,45334
C-383,Customer 383,Trader26,RC26,Open,44927
C-384,Customer 384,Trader58,RC58,Open,44927
C-385,Customer 385,Trader58,RC58,Open,44927
C-386,Customer 386,Trader74,RC74,Active,45376
C-387,Customer 387,Trader58,RC58,Open,44927
C-388,Customer 388,Trader70,RC70,Open,45422
C-389,Customer 389,Trader20,RC20,Active,45097
C-39,Customer 39,Trader99,RC99,Canvassing,45097
C-390,Customer 390,Trader20,RC20,Active,45282
C-391,Customer 391,Trader82,RC82,Canvassing,45282
C-392,Customer 392,Trader26,RC26,Open,44927
C-393,Customer 393,Trader99,RC99,Active,45282
C-394,Customer 394,Trader26,RC26,Active,45063
C-395,Customer 395,Trader71,RC71,Active,45419
C-396,Customer 396,Trader26,RC26,Open,44927
C-397,Customer 397,Trader99,RC99,Active,45282
C-398,Customer 398,Trader99,RC99,Canvassing,45419
C-399,Customer 399,Trader99,RC99,Canvassing,45282
C-04,Customer 4,Trader58,RC58,Open,44927
C-40,Customer 40,Trader99,RC99,Canvassing,45419
C-400,Customer 400,Trader99,RC99,Canvassing,45419
C-401,Customer 401,Trader27,RC27,Canvassing,45063
C-402,Customer 402,Trader30,RC30,Active,45372
C-403,Customer 403,Trader26,RC26,Open,44927
C-404,Customer 404,Trader5,RC5,Active,45372
C-405,Customer 405,Trader71,RC71,Open,44927
C-406,Customer 406,Trader26,RC26,Open,44927
C-407,Customer 407,Trader27,RC27,Canvassing,45419
C-408,Customer 408,Trader99,RC99,Canvassing,45419
C-409,Customer 409,Trader20,RC20,Canvassing,45419
C-41,Customer 41,Trader99,RC99,Canvassing,45419
C-410,Customer 410,Trader26,RC26,Open,44927
C-411,Customer 411,Trader39,RC39,Open,45644
C-412,Customer 412,Trader99,RC99,Active,45371
C-413,Customer 413,Trader26,RC26,Open,44927
C-414,Customer 414,Trader42,RC42,Active,45371
C-415,Customer 415,Trader42,RC42,Open,45713
C-416,Customer 416,Trader26,RC26,Open,44927
C-417,Customer 417,Trader51,RC51,Active,45063
C-418,Customer 418,Trader99,RC99,Active,45097
C-419,Customer 419,Trader26,RC26,Open,44927
C-42,Customer 42,Trader99,RC99,Canvassing,45419
C-420,Customer 420,Trader99,RC99,Active,45371
C-421,Customer 421,Trader82,RC82,Active,45545
C-422,Customer 422,Trader35,RC35,Active,45593
C-423,Customer 423,Trader99,RC99,Active,45371
C-424,Customer 424,Trader58,RC58,Open,44927
C-425,Customer 425,Trader26,RC26,Open,44927
C-426,Customer 426,Trader99,RC99,Active,45097
C-427,Customer 427,Trader99,RC99,Canvassing,45419
C-428,Customer 428,Trader99,RC99,Canvassing,45419
C-429,Customer 429,Trader42,RC42,Active,45503
C-43,Customer 43,Trader99,RC99,Canvassing,45419
C-430,Customer 430,Trader20,RC20,Canvassing,45419
C-431,Customer 431,Trader35,RC35,Active,45593
C-432,Customer 432,Trader71,RC71,Active,45371
C-433,Customer 433,Trader58,RC58,Open,44927
C-434,Customer 434,Trader99,RC99,Open,45695
C-435,Customer 435,Trader99,RC99,Active,45282
C-436,Customer 436,Trader52,RC52,Canvassing,45282
C-437,Customer 437,Trader99,RC99,Active,45282
C-438,Customer 438,Trader99,RC99,Open,44927
C-439,Customer 439,Trader99,RC99,Open,44927
C-44,Customer 44,Trader26,RC26,Canvassing,45282
C-440,Customer 440,Trader82,RC82,Open,45720
C-441,Customer 441,Trader99,RC99,Active,45282
C-442,Customer 442,Trader99,RC99,Open,44927
C-443,Customer 443,Trader99,RC99,Open,44927
C-444,Customer 444,Trader99,RC99,Active,45282
C-445,Customer 445,Trader99,RC99,Open,44927
C-446,Customer 446,Trader99,RC99,Open,44927
C-447,Customer 447,Trader99,RC99,Open,44927
C-448,Customer 448,Trader99,RC99,Open,44927
C-449,Customer 449,Trader73,RC73,Canvassing,45531
C-45,Customer 45,Trader26,RC26,Open,44927
C-450,Customer 450,Trader99,RC99,Open,44927
C-451,Customer 451,Trader99,RC99,Open,44927
C-452,Customer 452,Trader99,RC99,Open,44927
C-453,Customer 453,Trader99,RC99,Open,44927
C-454,Customer 454,Trader99,RC99,Open,44927
C-455,Customer 455,Trader99,RC99,Open,44927
C-456,Customer 456,Trader99,RC99,Active,45282
C-457,Customer 457,Trader99,RC99,Open,44927
C-458,Customer 458,Trader99,RC99,Open,44927
C-459,Customer 459,Trader99,RC99,Active,45282
C-46,Customer 46,Trader81,RC81,Canvassing,45419
C-460,Customer 460,Trader99,RC99,Open,44927
C-461,Customer 461,Trader99,RC99,Open,44927
C-462,Customer 462,Trader99,RC99,Open,44927
C-463,Customer 463,Trader30,RC30,Canvassing,45419
C-464,Customer 464,Trader99,RC99,Active,45282
C-465,Customer 465,Trader99,RC99,Open,44927
C-466,Customer 466,Trader99,RC99,Open,44927
C-467,Customer 467,Trader99,RC99,Active,45282
C-468,Customer 468,Trader99,RC99,Open,44927
C-469,Customer 469,Trader99,RC99,Open,45282
C-47,Customer 47,Trader70,RC70,Canvassing,45448
C-470,Customer 470,Trader99,RC99,Open,44927
C-471,Customer 471,Trader99,RC99,Open,44927
C-472,Customer 472,Trader99,RC99,Active,45282
C-473,Customer 473,Trader99,RC99,Open,44927
C-474,Customer 474,Trader99,RC99,Open,44927
C-475,Customer 475,Trader99,RC99,Active,45282
C-476,Customer 476,Trader99,RC99,Active,45282
C-477,Customer 477,Trader99,RC99,Open,44927
C-478,Customer 478,Trader99,RC99,Open,44927
C-479,Customer 479,Trader99,RC99,Active,45282
C-48,Customer 48,Trader26,RC26,Open,44927
C-480,Customer 480,Trader99,RC99,Open,44927
C-481,Customer 481,Trader99,RC99,Open,44927
C-482,Customer 482,Trader99,RC99,Open,44927
C-483,Customer 483,Trader99,RC99,Open,44927
C-484,Customer 484,Trader99,RC99,Active,45282
C-485,Customer 485,Trader99,RC99,Active,45282
C-486,Customer 486,Trader99,RC99,Open,44927
C-487,Customer 487,Trader99,RC99,Open,44927
C-488,Customer 488,Trader42,RC42,Canvassing,45442
C-489,Customer 489,Trader51,RC51,Active,45282
C-49,Customer 49,Trader99,RC99,Canvassing,45380
C-490,Customer 490,Trader99,RC99,Open,44927
C-491,Customer 491,Trader99,RC99,Open,44927
C-492,Customer 492,Trader99,RC99,Active,45282
C-493,Customer 493,Trader99,RC99,Active,45282
C-494,Customer 494,Trader99,RC99,Open,44927
C-495,Customer 495,Trader99,RC99,Open,44927
C-496,Customer 496,Trader99,RC99,Active,45282
C-497,Customer 497,Trader99,RC99,Active,45282
C-498,Customer 498,Trader99,RC99,Open,44927
C-499,Customer 499,Trader99,RC99,Active,45282
C-05,Customer 5,Trader20,RC20,Active,45371
C-50,Customer 50,Trader99,RC99,Active,45568
C-500,Customer 500,Trader99,RC99,Active,45282
C-501,Customer 501,Trader99,RC99,Open,44927
C-502,Customer 502,Trader99,RC99,Open,44927
C-503,Customer 503,Trader99,RC99,Active,45282
C-504,Customer 504,Trader99,RC99,Open,44927
C-505,Customer 505,Trader99,RC99,Active,45282
C-506,Customer 506,Trader99,RC99,Open,44927
C-507,Customer 507,Trader99,RC99,Open,44927
C-508,Customer 508,Trader99,RC99,Open,44927
C-509,Customer 509,Trader99,RC99,Open,44927
C-51,Customer 51,Trader6,RC6,Canvassing,45282
C-510,Customer 510,Trader99,RC99,Open,44927
C-511,Customer 511,Trader99,RC99,Open,44927
C-512,Customer 512,Trader99,RC99,Active,45282
C-513,Customer 513,Trader99,RC99,Canvassing,45484
C-514,Customer 514,Trader99,RC99,Active,45282
C-515,Customer 515,Trader99,RC99,Open,44927
C-516,Customer 516,Trader99,RC99,Open,44927
C-517,Customer 517,Trader99,RC99,Active,45282
C-518,Customer 518,Trader99,RC99,Active,45282
C-519,Customer 519,Trader99,RC99,Active,45282
C-52,Customer 52,Trader99,RC99,Canvassing,45419
C-520,Customer 520,Trader99,RC99,Open,44927
C-521,Customer 521,Trader99,RC99,Open,44927
C-522,Customer 522,Trader99,RC99,Active,45282
C-523,Customer 523,Trader99,RC99,Active,45282
C-524,Customer 524,Trader99,RC99,Open,44927
C-525,Customer 525,Trader99,RC99,Open,44927
C-526,Customer 526,Trader99,RC99,Active,45282
C-527,Customer 527,Trader99,RC99,Active,45282
C-528,Customer 528,Trader99,RC99,Open,44927
C-529,Customer 529,Trader99,RC99,Open,44927
C-53,Customer 53,Trader20,RC20,Canvassing,45419
C-530,Customer 530,Trader17,RC17,Open,44927
C-531,Customer 531,Trader99,RC99,Open,44927
C-532,Customer 532,Trader99,RC99,Open,44927
C-533,Customer 533,Trader99,RC99,Active,45282
C-534,Customer 534,Trader99,RC99,Open,44927
C-535,Customer 535,Trader99,RC99,Active,45282
C-536,Customer 536,Trader99,RC99,Open,44927
C-537,Customer 537,Trader99,RC99,Open,44927
C-538,Customer 538,Trader99,RC99,Open,44927
C-539,Customer 539,Trader99,RC99,Open,44927
C-54,Customer 54,Trader99,RC99,Canvassing,45419
C-540,Customer 540,Trader99,RC99,Open,44927
C-541,Customer 541,Trader17,RC17,Open,44927
C-542,Customer 542,Trader99,RC99,Open,44927
C-543,Customer 543,Trader99,RC99,Open,44927
C-544,Customer 544,Trader99,RC99,Active,45282
C-545,Customer 545,Trader17,RC17,Canvassing,45282
C-546,Customer 546,Trader17,RC17,Active,45097
C-547,Customer 547,Trader99,RC99,Active,45282
C-548,Customer 548,Trader99,RC99,Open,44927
C-549,Customer 549,Trader99,RC99,Open,44927
C-55,Customer 55,Trader65,RC65,Open,44927
C-550,Customer 550,Trader99,RC99,Active,45282
C-551,Customer 551,Trader99,RC99,Open,44927
C-552,Customer 552,Trader99,RC99,Active,45282
C-553,Customer 553,Trader99,RC99,Open,44927
C-554,Customer 554,Trader99,RC99,Active,45282
C-555,Customer 555,Trader99,RC99,Active,45282
C-556,Customer 556,Trader99,RC99,Canvassing,45419
C-557,Customer 557,Trader99,RC99,Open,44927
C-558,Customer 558,Trader99,RC99,Active,45282
C-559,Customer 559,Trader99,RC99,Open,44927
C-56,Customer 56,Trader51,RC51,Canvassing,45502
C-560,Customer 560,Trader99,RC99,Open,44927
C-561,Customer 561,Trader70,RC70,Open,45706
C-562,Customer 562,Trader99,RC99,Open,44927
C-563,Customer 563,Trader99,RC99,Open,44927
C-564,Customer 564,Trader68,RC68,Active,45282
C-565,Customer 565,Trader99,RC99,Open,44927
C-566,Customer 566,Trader99,RC99,Active,45282
C-567,Customer 567,Trader99,RC99,Open,44927
C-568,Customer 568,Trader99,RC99,Open,44927
C-569,Customer 569,Trader99,RC99,Open,44927
C-57,Customer 57,Trader65,RC65,Open,44927
C-570,Customer 570,Trader99,RC99,Open,44927
C-571,Customer 571,Trader99,RC99,Active,45282
C-572,Customer 572,Trader99,RC99,Active,45282
C-573,Customer 573,Trader99,RC99,Active,45282
C-574,Customer 574,Trader99,RC99,Active,45282
C-575,Customer 575,Trader99,RC99,Open,44927
C-576,Customer 576,Trader99,RC99,Open,44927
C-577,Customer 577,Trader99,RC99,Open,44927
C-578,Customer 578,Trader99,RC99,Open,44927
C-579,Customer 579,Trader99,RC99,Open,44927
C-58,Customer 58,Trader99,RC99,Canvassing,45419
C-580,Customer 580,Trader99,RC99,Open,44927
C-581,Customer 581,Trader99,RC99,Open,44927
C-582,Customer 582,Trader99,RC99,Active,45282
C-583,Customer 583,Trader99,RC99,Open,44927
C-584,Customer 584,Trader99,RC99,Open,44927
C-585,Customer 585,Trader99,RC99,Active,45282
C-586,Customer 586,Trader27,RC27,Canvassing,45371
C-587,Customer 587,Trader99,RC99,Open,44927
C-588,Customer 588,Trader99,RC99,Open,44927
C-589,Customer 589,Trader99,RC99,Active,45282
C-59,Customer 59,Trader99,RC99,Canvassing,45419
C-590,Customer 590,Trader99,RC99,Open,44927
C-591,Customer 591,Trader99,RC99,Open,44927
C-592,Customer 592,Trader99,RC99,Open,44927
C-593,Customer 593,Trader99,RC99,Open,44927
C-594,Customer 594,Trader99,RC99,Active,45282
C-595,Customer 595,Trader99,RC99,Active,45282
C-596,Customer 596,Trader99,RC99,Open,44927
C-597,Customer 597,Trader99,RC99,Open,44927
C-598,Customer 598,Trader99,RC99,Open,44927
C-599,Customer 599,Trader99,RC99,Open,44927
C-06,Customer 6,Trader6,RC6,Active,45546
C-60,Customer 60,Trader80,RC80,Canvassing,45419
C-600,Customer 600,Trader99,RC99,Open,44927
C-601,Customer 601,Trader99,RC99,Open,44927
C-602,Customer 602,Trader40,RC40,Active,45097
C-603,Customer 603,Trader99,RC99,Open,44927
C-604,Customer 604,Trader99,RC99,Active,45376
C-605,Customer 605,Trader99,RC99,Active,45282
C-606,Customer 606,Trader99,RC99,Open,44927
C-607,Customer 607,Trader99,RC99,Open,44927
C-608,Customer 608,Trader99,RC99,Open,44927
C-609,Customer 609,Trader99,RC99,Open,44927
C-61,Customer 61,Trader73,RC73,Canvassing,45097
C-610,Customer 610,Trader99,RC99,Canvassing,45419
C-611,Customer 611,Trader99,RC99,Open,44927
C-612,Customer 612,Trader99,RC99,Active,45282
C-613,Customer 613,Trader99,RC99,Canvassing,45419
C-614,Customer 614,Trader99,RC99,Open,44927
C-615,Customer 615,Trader99,RC99,Open,44927
C-616,Customer 616,Trader99,RC99,Active,45282
C-617,Customer 617,Trader99,RC99,Open,44927
C-618,Customer 618,Trader51,RC51,Canvassing,45282
C-619,Customer 619,Trader99,RC99,Open,44927
C-62,Customer 62,Trader26,RC26,Canvassing,45063
C-620,Customer 620,Trader51,RC51,Blacklisted,45567
C-621,Customer 621,Trader99,RC99,Open,44927
C-622,Customer 622,Trader99,RC99,Open,44927
C-623,Customer 623,Trader99,RC99,Open,44927
C-624,Customer 624,Trader99,RC99,Open,44927
C-625,Customer 625,Trader60,RC60,Active,45371
C-626,Customer 626,Trader99,RC99,Active,45282
C-627,Customer 627,Trader99,RC99,Open,44927
C-628,Customer 628,Trader99,RC99,Active,45282
C-629,Customer 629,Trader99,RC99,Active,45282
C-63,Customer 63,Trader99,RC99,Canvassing,45419
C-630,Customer 630,Trader99,RC99,Active,45282
C-631,Customer 631,Trader99,RC99,Active,45282
C-632,Customer 632,Trader52,RC52,Active,45636
C-633,Customer 633,Trader30,RC30,Canvassing,45439
C-634,Customer 634,Trader99,RC99,Active,45282
C-635,Customer 635,Trader99,RC99,Open,44927
C-636,Customer 636,Trader99,RC99,Open,44927
C-637,Customer 637,Trader99,RC99,Open,44927
C-638,Customer 638,Trader99,RC99,Open,44927
C-639,Customer 639,Trader99,RC99,Open,44927
C-64,Customer 64,Trader20,RC20,Canvassing,45419
C-640,Customer 640,Trader52,RC52,Canvassing,45419
C-641,Customer 641,Trader5,RC5,Canvassing,45419
C-642,Customer 642,Trader5,RC5,Canvassing,45419
C-643,Customer 643,Trader71,RC71,Canvassing,45063
C-644,Customer 644,Trader99,RC99,Open,44927
C-645,Customer 645,Trader11,RC11,Open,44927
C-646,Customer 646,Trader99,RC99,Open,44927
C-647,Customer 647,Trader99,RC99,Open,44927
C-648,Customer 648,Trader99,RC99,Active,45282
C-649,Customer 649,Trader99,RC99,Canvassing,45419
C-65,Customer 65,Trader99,RC99,Canvassing,45419
C-650,Customer 650,Trader99,RC99,Open,44927
C-651,Customer 651,Trader26,RC26,Open,44927
C-652,Customer 652,Trader99,RC99,Open,44927
C-653,Customer 653,Trader99,RC99,Open,44927
C-654,Customer 654,Trader99,RC99,Active,45282
C-655,Customer 655,Trader99,RC99,Open,44927
C-656,Customer 656,Trader99,RC99,Open,44927
C-657,Customer 657,Trader26,RC26,Canvassing,45419
C-658,Customer 658,Trader26,RC26,Open,45534
C-659,Customer 659,Trader99,RC99,Open,44927
C-66,Customer 66,Trader99,RC99,Canvassing,45282
C-660,Customer 660,Trader99,RC99,Open,44927
C-661,Customer 661,Trader26,RC26,Canvassing,45419
C-662,Customer 662,Trader20,RC20,Blacklisted,45544
C-663,Customer 663,Trader99,RC99,Open,44927
C-664,Customer 664,Trader99,RC99,Open,44927
C-665,Customer 665,Trader99,RC99,Open,44927
C-666,Customer 666,Trader99,RC99,Dormant,45694
C-667,Customer 667,Trader99,RC99,Active,45282
C-668,Customer 668,Trader99,RC99,Open,44927
C-669,Customer 669,Trader99,RC99,Active,45282
C-67,Customer 67,Trader99,RC99,Canvassing,45419
C-670,Customer 670,Trader99,RC99,Active,45282
C-671,Customer 671,Trader99,RC99,Canvassing,45419
C-672,Customer 672,Trader26,RC26,Active,45282
C-673,Customer 673,Trader71,RC71,Canvassing,45419
C-674,Customer 674,Trader58,RC58,Active,45371
C-675,Customer 675,Trader71,RC71,Active,45376
C-676,Customer 676,Trader5,RC5,Active,45562
C-677,Customer 677,Trader3,RC3,Open,44927
C-678,Customer 678,Trader99,RC99,Active,45371
C-679,Customer 679,Trader99,RC99,Open,44927
C-68,Customer 68,Trader99,RC99,Canvassing,45282
C-680,Customer 680,Trader99,RC99,Open,44927
C-681,Customer 681,Trader99,RC99,Canvassing,45282
C-682,Customer 682,Trader99,RC99,Canvassing,45282
C-683,Customer 683,Trader71,RC71,Active,45376
C-684,Customer 684,Trader99,RC99,Open,44927
C-685,Customer 685,Trader65,RC65,Open,44927
C-686,Customer 686,Trader26,RC26,Open,44927
C-687,Customer 687,Trader58,RC58,Open,44927
C-688,Customer 688,Trader99,RC99,Canvassing,45282
C-689,Customer 689,Trader71,RC71,Open,44927
C-69,Customer 69,Trader99,RC99,Canvassing,45282
C-690,Customer 690,Trader99,RC99,Active,45282
C-691,Customer 691,Trader71,RC71,Canvassing,45419
C-692,Customer 692,Trader77,RC77,Canvassing,45419
C-693,Customer 693,Trader99,RC99,Canvassing,45419
C-694,Customer 694,Trader17,RC17,Open,45425
C-695,Customer 695,Trader65,RC65,Open,44927
C-696,Customer 696,Trader26,RC26,Open,44927
C-697,Customer 697,Trader26,RC26,Open,44927
C-698,Customer 698,Trader99,RC99,Blacklisted,45680
C-699,Customer 699,Trader99,RC99,Blacklisted,45604
C-07,Customer 7,Trader99,RC99,Active,45371
C-70,Customer 70,Trader80,RC80,Canvassing,45419
C-700,Customer 700,Trader41,RC41,Canvassing,45282
C-701,Customer 701,Trader58,RC58,Canvassing,45419
C-702,Customer 702,Trader99,RC99,Canvassing,45517
C-703,Customer 703,Trader52,RC52,Active,45510
C-704,Customer 704,Trader19,RC19,Active,45063
C-705,Customer 705,Trader6,RC6,Active,45063
C-706,Customer 706,Trader19,RC19,Canvassing,45282
C-707,Customer 707,Trader19,RC19,Active,45097
C-708,Customer 708,Trader19,RC19,Active,45063
C-709,Customer 709,Trader19,RC19,Canvassing,45282
C-71,Customer 71,Trader99,RC99,Canvassing,45419
C-710,Customer 710,Trader99,RC99,Active,45063
C-711,Customer 711,Trader6,RC6,Canvassing,45282
C-712,Customer 712,Trader19,RC19,Active,45383
C-713,Customer 713,Trader19,RC19,Open,44927
C-714,Customer 714,Trader58,RC58,Canvassing,45282
C-715,Customer 715,Trader51,RC51,Open,44927
C-716,Customer 716,Trader99,RC99,Canvassing,45282
