Deal No.,Status,Deal Created,Enquiry Date,Trader,Responsibility Center,Customer Key,Customer Name
ENQ17232,Fixed,TRUE,7/31/2022,Trader32,RC32,C-1953,Customer 1953
ENQ17231,Fixed,TRUE,9/22/2023,Trader26,RC26,C-262,Customer 262
ENQ17238,Fixed,TRUE,3/25/2022,Trader44,RC44,C-880,Customer 880
ENQ17237,Lost,FALSE,3/27/2022,Trader29,RC29,C-916,Customer 916
ENQ17239,Fixed,TRUE,6/29/2025,Trader28,RC28,C-2291,Customer 2291
ENQ17240,Lost,FALSE,11/8/2025,Trader11,RC11,C-1538,Customer 1538
ENQ17243,Fixed,TRUE,10/4/2022,Trader80,RC80,C-2206,Customer 2206
ENQ17245,Lost,FALSE,9/18/2020,Trader61,RC61,C-1389,Customer 1389
ENQ17242,Lost,FALSE,6/10/2025,Trader5,RC5,C-676,Customer 676
ENQ17246,Lost,FALSE,5/18/2024,Trader48,RC48,C-1246,Customer 1246
ENQ17244,Lost,FALSE,3/12/2024,Trader47,RC47,C-1830,Customer 1830
ENQ17247,Fixed,TRUE,6/26/2022,Trader36,RC36,C-1035,Customer 1035
ENQ17248,Lost,FALSE,8/13/2022,Trader36,RC36,C-1026,Customer 1026
ENQ17241,Lost,FALSE,7/1/2021,Trader10,RC10,C-773,Customer 773
ENQ17249,Lost,FALSE,11/7/2023,Trader71,RC71,C-691,Customer 691
ENQ17250,Lost,FALSE,5/25/2023,Trader71,RC71,C-395,Customer 395
ENQ17253,Fixed,TRUE,11/7/2022,Trader71,RC71,C-1110,Customer 1110
ENQ17257,Fixed,TRUE,7/3/2022,Trader44,RC44,C-1039,Customer 1039
ENQ17258,Fixed,TRUE,3/25/2025,Trader36,RC36,C-1016,Customer 1016
ENQ17251,Fixed,TRUE,4/16/2020,Trader26,RC26,C-322,Customer 322
ENQ17252,Fixed,TRUE,8/17/2021,Trader26,RC26,C-271,Customer 271
ENQ17256,Lost,FALSE,12/29/2025,Trader23,RC23,C-1062,Customer 1062
ENQ17255,Fixed,TRUE,10/22/2025,Trader20,RC20,C-1087,Customer 1087
ENQ17254,Lost,FALSE,5/1/2023,Trader17,RC17,C-1104,Customer 1104
ENQ17270,Lost,FALSE,3/18/2024,Trader71,RC71,C-1092,Customer 1092
ENQ17262,Fixed,TRUE,9/5/2023,Trader65,RC65,C-814,Customer 814
ENQ17268,Lost,FALSE,3/7/2021,Trader5,RC5,C-1596,Customer 1596
ENQ17260,Lost,FALSE,6/18/2023,Trader42,RC42,C-9999,Customer 9999
ENQ17263,Lost,FALSE,1/28/2025,Trader36,RC36,C-432,Customer 432
ENQ17259,Lost,FALSE,6/26/2021,Trader32,RC32,C-9999,Customer 9999
ENQ17266,Lost,FALSE,8/2/2024,Trader26,RC26,C-1875,Customer 1875
ENQ17267,Lost,FALSE,10/2/2024,Trader20,RC20,C-1843,Customer 1843
ENQ17269,Lost,FALSE,5/11/2023,Trader18,RC18,C-1547,Customer 1547
ENQ17261,Lost,FALSE,12/25/2024,Trader17,RC17,C-902,Customer 902
ENQ17264,Lost,FALSE,10/27/2020,Trader17,RC17,C-231,Customer 231
ENQ17265,Lost,FALSE,9/6/2020,Trader17,RC17,C-211,Customer 211
ENQ17272,Lost,FALSE,2/10/2021,Trader65,RC65,C-620,Customer 620
ENQ17271,Lost,FALSE,7/30/2024,Trader58,RC58,C-687,Customer 687
ENQ17274,Lost,FALSE,1/7/2024,Trader52,RC52,C-2083,Customer 2083
ENQ17275,Lost,FALSE,1/1/2021,Trader51,RC51,C-1781,Customer 1781
ENQ17276,Fixed,TRUE,10/29/2021,Trader48,RC48,C-1185,Customer 1185
ENQ17277,Lost,FALSE,4/23/2022,Trader20,RC20,C-1059,Customer 1059
ENQ17273,Lost,FALSE,1/28/2023,Trader17,RC17,C-211,Customer 211
ENQ17279,Fixed,TRUE,11/14/2024,Trader5,RC5,C-79,Customer 79
ENQ17281,Lost,FALSE,12/2/2023,Trader48,RC48,C-1185,Customer 1185
ENQ17280,Lost,FALSE,9/30/2021,Trader19,RC19,C-1406,Customer 1406
ENQ17278,Fixed,TRUE,8/19/2025,Trader15,RC15,C-999,Customer 999
ENQ17284,Lost,FALSE,6/29/2022,Trader58,RC58,C-167,Customer 167
ENQ17282,Lost,FALSE,1/19/2024,Trader26,RC26,C-271,Customer 271
ENQ17283,Lost,FALSE,3/13/2021,Trader17,RC17,C-211,Customer 211
ENQ17286,Lost,FALSE,7/31/2025,Trader52,RC52,C-879,Customer 879
ENQ17290,Declined,FALSE,11/26/2024,Trader51,RC51,C-1882,Customer 1882
ENQ17288,Fixed,TRUE,12/17/2025,Trader5,RC5,C-79,Customer 79
ENQ17289,Fixed,TRUE,4/2/2024,Trader46,RC46,C-1957,Customer 1957
ENQ17292,Lost,FALSE,3/15/2020,Trader46,RC46,C-1655,Customer 1655
ENQ17291,Lost,FALSE,8/15/2024,Trader40,RC40,C-1788,Customer 1788
ENQ17293,Fixed,TRUE,1/2/2025,Trader40,RC40,C-1596,Customer 1596
ENQ17294,Lost,FALSE,7/2/2020,Trader36,RC36,C-106,Customer 106
ENQ17285,Lost,FALSE,2/24/2021,Trader26,RC26,C-939,Customer 939
ENQ17287,Fixed,TRUE,7/19/2021,Trader25,RC25,C-802,Customer 802
ENQ17298,Lost,FALSE,7/13/2023,Trader71,RC71,C-306,Customer 306
ENQ17295,Fixed,TRUE,11/8/2025,Trader65,RC65,C-83,Customer 83
ENQ17300,Lost,FALSE,10/17/2025,Trader6,RC6,C-2100,Customer 2100
ENQ17301,Lost,FALSE,3/8/2020,Trader58,RC58,C-167,Customer 167
ENQ17302,Lost,FALSE,10/31/2021,Trader52,RC52,C-1593,Customer 1593
ENQ17299,Lost,FALSE,5/11/2025,Trader51,RC51,C-2277,Customer 2277
ENQ17303,Fixed,TRUE,7/4/2024,Trader48,RC48,C-1310,Customer 1310
ENQ17304,Lost,FALSE,6/10/2021,Trader44,RC44,C-1039,Customer 1039
ENQ17297,Lost,FALSE,12/22/2022,Trader26,RC26,C-322,Customer 322
ENQ17296,Lost,FALSE,5/14/2020,Trader17,RC17,C-371,Customer 371
ENQ17310,Lost,FALSE,1/31/2022,Trader71,RC71,C-263,Customer 263
ENQ17315,Lost,FALSE,9/13/2025,Trader71,RC71,C-1092,Customer 1092
ENQ17305,Lost,FALSE,8/1/2020,Trader7,RC7,C-976,Customer 976
ENQ17306,Fixed,TRUE,2/11/2021,Trader65,RC65,C-868,Customer 868
ENQ17307,Fixed,TRUE,1/8/2024,Trader65,RC65,C-83,Customer 83
ENQ17308,Fixed,TRUE,7/18/2025,Trader60,RC60,C-625,Customer 625
ENQ17313,Fixed,TRUE,9/26/2024,Trader52,RC52,C-1419,Customer 1419
ENQ17314,Lost,FALSE,7/5/2024,Trader5,RC5,C-1150,Customer 1150
ENQ17312,Lost,FALSE,9/8/2022,Trader36,RC36,C-232,Customer 232
ENQ17309,Lost,FALSE,10/7/2025,Trader26,RC26,C-322,Customer 322
ENQ17316,Lost,FALSE,6/21/2020,Trader23,RC23,C-1062,Customer 1062
ENQ17311,Lost,FALSE,5/10/2020,Trader12,RC12,C-25,Customer 25
ENQ17320,Lost,FALSE,1/19/2022,Trader70,RC70,C-1998,Customer 1998
ENQ17321,Lost,FALSE,4/23/2020,Trader52,RC52,C-1146,Customer 1146
ENQ17319,Lost,FALSE,8/15/2024,Trader51,RC51,C-2277,Customer 2277
ENQ17318,Lost,FALSE,9/15/2024,Trader5,RC5,C-740,Customer 740
ENQ17317,Fixed,TRUE,4/9/2021,Trader15,RC15,C-957,Customer 957
ENQ17324,Fixed,TRUE,3/1/2023,Trader52,RC52,C-1673,Customer 1673
ENQ17323,Lost,FALSE,4/14/2021,Trader51,RC51,C-1882,Customer 1882
ENQ17326,Fixed,TRUE,1/17/2025,Trader5,RC5,C-1150,Customer 1150
ENQ17327,Fixed,TRUE,3/13/2020,Trader5,RC5,C-1150,Customer 1150
ENQ17322,Fixed,TRUE,1/7/2021,Trader44,RC44,C-776,Customer 776
ENQ17325,Fixed,TRUE,6/27/2024,Trader36,RC36,C-1223,Customer 1223
ENQ17332,Lost,FALSE,1/22/2022,Trader73,RC73,C-2010,Customer 2010
ENQ17328,Fixed,TRUE,2/23/2024,Trader65,RC65,C-83,Customer 83
ENQ17333,Fixed,TRUE,1/10/2024,Trader64,RC64,C-1336,Customer 1336
ENQ17329,Lost,FALSE,11/10/2020,Trader58,RC58,C-687,Customer 687
ENQ17331,Fixed,TRUE,6/4/2020,Trader5,RC5,C-344,Customer 344
ENQ17334,Lost,FALSE,11/8/2020,Trader36,RC36,C-118,Customer 118
ENQ17330,Fixed,TRUE,4/12/2020,Trader26,RC26,C-620,Customer 620
ENQ17338,Lost,FALSE,6/7/2022,Trader71,RC71,C-691,Customer 691
ENQ17346,Fixed,TRUE,7/11/2025,Trader71,RC71,C-106,Customer 106
ENQ17345,Lost,FALSE,2/6/2021,Trader60,RC60,C-1343,Customer 1343
ENQ17343,Lost,FALSE,7/28/2025,Trader58,RC58,C-2015,Customer 2015
ENQ17344,Lost,FALSE,7/24/2023,Trader52,RC52,C-1518,Customer 1518
ENQ17336,Lost,FALSE,3/14/2020,Trader47,RC47,C-890,Customer 890
ENQ17337,Fixed,TRUE,3/4/2021,Trader26,RC26,C-841,Customer 841
ENQ17339,Lost,FALSE,10/15/2023,Trader26,RC26,C-322,Customer 322
ENQ17340,Lost,FALSE,12/28/2022,Trader26,RC26,C-262,Customer 262
ENQ17335,Lost,FALSE,7/4/2025,Trader19,RC19,C-989,Customer 989
ENQ17341,Lost,FALSE,5/12/2023,Trader17,RC17,C-211,Customer 211
ENQ17342,Fixed,TRUE,6/30/2023,Trader17,RC17,C-2034,Customer 2034
ENQ17353,Fixed,TRUE,3/6/2021,Trader71,RC71,C-1316,Customer 1316
ENQ17351,Fixed,TRUE,1/16/2020,Trader65,RC65,C-83,Customer 83
ENQ17349,Lost,FALSE,8/25/2021,Trader53,RC53,C-927,Customer 927
ENQ17347,Lost,FALSE,9/23/2024,Trader42,RC42,C-9999,Customer 9999
ENQ17348,Fixed,TRUE,4/25/2023,Trader29,RC29,C-9999,Customer 9999
ENQ17350,Lost,FALSE,8/9/2024,Trader17,RC17,C-902,Customer 902
ENQ17352,Fixed,TRUE,3/4/2020,Trader17,RC17,C-1599,Customer 1599
ENQ17356,Fixed,TRUE,12/14/2025,Trader46,RC46,C-1821,Customer 1821
ENQ17355,Fixed,TRUE,12/22/2021,Trader36,RC36,C-73,Customer 73
ENQ17357,Lost,FALSE,1/16/2024,Trader36,RC36,C-137,Customer 137
ENQ17354,Lost,FALSE,7/17/2024,Trader26,RC26,C-939,Customer 939
ENQ17363,Lost,FALSE,4/6/2020,Trader68,RC68,C-1621,Customer 1621
ENQ17358,Fixed,TRUE,3/22/2020,Trader65,RC65,C-838,Customer 838
ENQ17359,Fixed,TRUE,4/20/2024,Trader65,RC65,C-83,Customer 83
ENQ17361,Fixed,TRUE,5/4/2024,Trader58,RC58,C-687,Customer 687
ENQ17365,Fixed,TRUE,12/3/2021,Trader53,RC53,C-1077,Customer 1077
ENQ17362,Lost,FALSE,11/30/2025,Trader46,RC46,C-1957,Customer 1957
ENQ17364,Fixed,TRUE,8/2/2025,Trader26,RC26,C-1561,Customer 1561
ENQ17360,Lost,FALSE,7/20/2023,Trader19,RC19,C-711,Customer 711
ENQ17368,Lost,FALSE,12/4/2021,Trader81,RC81,C-2285,Customer 2285
ENQ17372,Lost,FALSE,8/2/2022,Trader63,RC63,C-1001,Customer 1001
ENQ17369,Lost,FALSE,3/11/2025,Trader38,RC38,C-2130,Customer 2130
ENQ17370,Fixed,TRUE,12/18/2022,Trader36,RC36,C-207,Customer 207
ENQ17371,Lost,FALSE,1/1/2025,Trader36,RC36,C-1016,Customer 1016
ENQ17366,Lost,FALSE,12/7/2023,Trader32,RC32,C-9999,Customer 9999
ENQ17367,Fixed,TRUE,11/28/2025,Trader26,RC26,C-369,Customer 369
ENQ17379,Lost,FALSE,8/31/2025,Trader63,RC63,C-1191,Customer 1191
ENQ17373,Fixed,TRUE,3/24/2022,Trader52,RC52,C-750,Customer 750
ENQ17378,Fixed,TRUE,4/6/2021,Trader52,RC52,C-2083,Customer 2083
ENQ17374,Fixed,TRUE,2/27/2022,Trader5,RC5,C-676,Customer 676
ENQ17375,Fixed,TRUE,2/22/2023,Trader5,RC5,C-676,Customer 676
ENQ17380,Lost,FALSE,5/29/2023,Trader5,RC5,C-1150,Customer 1150
ENQ17381,Lost,FALSE,9/24/2020,Trader5,RC5,C-1150,Customer 1150
ENQ17376,Lost,FALSE,7/20/2020,Trader36,RC36,C-357,Customer 357
ENQ17377,Lost,FALSE,5/25/2024,Trader36,RC36,C-232,Customer 232
ENQ17382,Lost,FALSE,3/9/2020,Trader5,RC5,C-981,Customer 981
ENQ17383,Lost,FALSE,1/11/2024,Trader36,RC36,C-207,Customer 207
ENQ17386,Lost,FALSE,9/12/2020,Trader53,RC53,C-930,Customer 930
ENQ17385,Lost,FALSE,3/29/2020,Trader42,RC42,C-9999,Customer 9999
ENQ17387,Lost,FALSE,7/16/2024,Trader20,RC20,C-1306,Customer 1306
ENQ17389,Lost,FALSE,6/29/2021,Trader20,RC20,C-1124,Customer 1124
ENQ17384,Lost,FALSE,7/29/2023,Trader17,RC17,C-9999,Customer 9999
ENQ17388,Lost,FALSE,12/8/2025,Trader17,RC17,C-1177,Customer 1177
ENQ17396,Fixed,TRUE,2/14/2021,Trader71,RC71,C-1092,Customer 1092
ENQ17390,Fixed,TRUE,1/22/2023,Trader65,RC65,C-83,Customer 83
ENQ17391,Fixed,TRUE,3/8/2025,Trader65,RC65,C-797,Customer 797
ENQ17393,Declined,FALSE,4/11/2021,Trader61,RC61,C-1411,Customer 1411
ENQ17392,Lost,FALSE,10/12/2020,Trader58,RC58,C-687,Customer 687
ENQ17394,Lost,FALSE,9/14/2022,Trader52,RC52,C-1351,Customer 1351
ENQ17395,Lost,FALSE,8/31/2024,Trader5,RC5,C-1114,Customer 1114
ENQ17397,Fixed,TRUE,8/10/2025,Trader58,RC58,C-947,Customer 947
ENQ17401,Lost,FALSE,2/7/2022,Trader52,RC52,C-1754,Customer 1754
ENQ17402,Lost,FALSE,2/25/2023,Trader52,RC52,C-1433,Customer 1433
ENQ17406,Lost,FALSE,2/7/2023,Trader5,RC5,C-1114,Customer 1114
ENQ17404,Lost,FALSE,12/6/2024,Trader48,RC48,C-1196,Customer 1196
ENQ17405,Lost,FALSE,2/11/2021,Trader48,RC48,C-1185,Customer 1185
ENQ17407,Lost,FALSE,2/4/2020,Trader48,RC48,C-1099,Customer 1099
ENQ17399,Lost,FALSE,8/15/2023,Trader36,RC36,C-232,Customer 232
ENQ17403,Lost,FALSE,11/29/2023,Trader28,RC28,C-1255,Customer 1255
ENQ17400,Lost,FALSE,6/10/2024,Trader20,RC20,C-2150,Customer 2150
ENQ17398,Lost,FALSE,8/24/2023,Trader19,RC19,C-711,Customer 711
ENQ17414,Lost,FALSE,10/21/2024,Trader63,RC63,C-1470,Customer 1470
ENQ17408,Lost,FALSE,10/17/2024,Trader61,RC61,C-902,Customer 902
ENQ17416,Fixed,TRUE,11/28/2024,Trader61,RC61,C-1202,Customer 1202
ENQ17415,Lost,FALSE,4/30/2022,Trader60,RC60,C-1343,Customer 1343
ENQ17412,Lost,FALSE,3/15/2024,Trader52,RC52,C-1678,Customer 1678
ENQ17409,Fixed,TRUE,11/25/2021,Trader5,RC5,C-261,Customer 261
ENQ17417,Lost,FALSE,10/23/2020,Trader5,RC5,C-1150,Customer 1150
ENQ17410,Lost,FALSE,3/29/2025,Trader48,RC48,C-194,Customer 194
ENQ17411,Lost,FALSE,6/26/2021,Trader35,RC35,C-1780,Customer 1780
ENQ17413,Lost,FALSE,12/16/2021,Trader11,RC11,C-1487,Customer 1487
ENQ17423,Fixed,TRUE,11/6/2022,Trader8,RC8,C-1902,Customer 1902
ENQ17427,Lost,FALSE,10/13/2021,Trader71,RC71,C-1276,Customer 1276
ENQ17429,Fixed,TRUE,4/25/2025,Trader71,RC71,C-1110,Customer 1110
ENQ17418,Lost,FALSE,9/17/2021,Trader55,RC55,C-989,Customer 989
ENQ17424,Fixed,TRUE,8/10/2021,Trader52,RC52,C-1622,Customer 1622
ENQ17426,Lost,FALSE,4/6/2021,Trader52,RC52,C-1346,Customer 1346
ENQ17422,Fixed,TRUE,10/29/2025,Trader5,RC5,C-676,Customer 676
ENQ17428,Lost,FALSE,2/25/2020,Trader5,RC5,C-1150,Customer 1150
ENQ17430,Fixed,TRUE,3/20/2021,Trader41,RC41,C-1085,Customer 1085
ENQ17425,Lost,FALSE,10/31/2024,Trader27,RC27,C-1614,Customer 1614
ENQ17421,Lost,FALSE,2/14/2022,Trader26,RC26,C-734,Customer 734
ENQ17420,Fixed,TRUE,6/23/2024,Trader25,RC25,C-777,Customer 777
ENQ17419,Lost,FALSE,10/31/2025,Trader17,RC17,C-909,Customer 909
ENQ17432,Lost,FALSE,5/3/2025,Trader71,RC71,C-352,Customer 352
ENQ17435,Fixed,TRUE,5/12/2023,Trader64,RC64,C-1507,Customer 1507
ENQ17439,Lost,FALSE,3/15/2024,Trader58,RC58,C-1251,Customer 1251
ENQ17438,Lost,FALSE,1/18/2024,Trader52,RC52,C-1287,Customer 1287
ENQ17440,Lost,FALSE,11/2/2024,Trader52,RC52,C-1209,Customer 1209
ENQ17433,Lost,FALSE,2/17/2020,Trader48,RC48,C-31,Customer 31
ENQ17431,Lost,FALSE,4/25/2021,Trader47,RC47,C-546,Customer 546
ENQ17441,Fixed,TRUE,5/6/2025,Trader40,RC40,C-1175,Customer 1175
ENQ17434,Fixed,TRUE,3/9/2023,Trader36,RC36,C-306,Customer 306
ENQ17437,Fixed,TRUE,1/29/2022,Trader30,RC30,C-1390,Customer 1390
ENQ17436,Lost,FALSE,11/30/2020,Trader26,RC26,C-1493,Customer 1493
ENQ17442,Lost,FALSE,6/23/2020,Trader21,RC21,C-1086,Customer 1086
ENQ17445,Lost,FALSE,9/4/2024,Trader71,RC71,C-643,Customer 643
ENQ17443,Lost,FALSE,1/9/2023,Trader53,RC53,C-927,Customer 927
ENQ17452,Lost,FALSE,11/26/2023,Trader52,RC52,C-1182,Customer 1182
ENQ17444,Fixed,TRUE,8/10/2024,Trader5,RC5,C-676,Customer 676
ENQ17446,Fixed,TRUE,2/17/2021,Trader5,RC5,C-344,Customer 344
ENQ17450,Lost,FALSE,8/31/2025,Trader48,RC48,C-1246,Customer 1246
ENQ17451,Lost,FALSE,12/26/2025,Trader48,RC48,C-1238,Customer 1238
ENQ17447,Lost,FALSE,5/15/2023,Trader36,RC36,C-207,Customer 207
ENQ17453,Lost,FALSE,11/22/2025,Trader20,RC20,C-1052,Customer 1052
ENQ17449,Declined,FALSE,9/25/2021,Trader19,RC19,C-1406,Customer 1406
ENQ17454,Fixed,TRUE,12/27/2025,Trader14,RC14,C-1039,Customer 1039
ENQ17448,Fixed,TRUE,1/28/2023,Trader11,RC11,C-1616,Customer 1616
ENQ17455,Lost,FALSE,5/11/2024,Trader81,RC81,C-9999,Customer 9999
ENQ17458,Fixed,TRUE,11/26/2024,Trader65,RC65,C-83,Customer 83
ENQ17461,Lost,FALSE,9/12/2023,Trader63,RC63,C-1507,Customer 1507
ENQ17462,Lost,FALSE,4/12/2021,Trader42,RC42,C-1426,Customer 1426
ENQ17464,Fixed,TRUE,4/11/2023,Trader41,RC41,C-1085,Customer 1085
ENQ17463,Lost,FALSE,10/25/2023,Trader36,RC36,C-1114,Customer 1114
ENQ17460,Lost,FALSE,7/17/2024,Trader27,RC27,C-1689,Customer 1689
ENQ17459,Lost,FALSE,1/13/2021,Trader26,RC26,C-322,Customer 322
ENQ17457,Lost,FALSE,8/4/2022,Trader23,RC23,C-904,Customer 904
ENQ17456,Fixed,TRUE,3/20/2020,Trader15,RC15,C-976,Customer 976
ENQ17475,Lost,FALSE,8/15/2023,Trader68,RC68,C-1621,Customer 1621
ENQ17478,Lost,FALSE,10/16/2023,Trader64,RC64,C-1375,Customer 1375
ENQ17476,Lost,FALSE,1/23/2023,Trader52,RC52,C-1527,Customer 1527
ENQ17479,Lost,FALSE,11/7/2022,Trader52,RC52,C-1266,Customer 1266
ENQ17465,Lost,FALSE,5/8/2022,Trader5,RC5,C-955,Customer 955
ENQ17468,Lost,FALSE,5/11/2025,Trader5,RC5,C-738,Customer 738
ENQ17473,Lost,FALSE,5/13/2022,Trader5,RC5,C-207,Customer 207
ENQ17477,Lost,FALSE,12/13/2021,Trader48,RC48,C-1379,Customer 1379
ENQ17466,Fixed,TRUE,8/16/2023,Trader44,RC44,C-77,Customer 77
ENQ17471,Lost,FALSE,1/13/2025,Trader42,RC42,C-327,Customer 327
ENQ17474,Fixed,TRUE,12/12/2023,Trader40,RC40,C-1791,Customer 1791
ENQ17472,Fixed,TRUE,12/23/2022,Trader39,RC39,C-253,Customer 253
ENQ17467,Lost,FALSE,10/22/2024,Trader36,RC36,C-740,Customer 740
ENQ17480,Lost,FALSE,7/24/2023,Trader36,RC36,C-1064,Customer 1064
ENQ17470,Lost,FALSE,2/9/2022,Trader20,RC20,C-390,Customer 390
ENQ17469,Fixed,TRUE,1/8/2023,Trader19,RC19,C-712,Customer 712
ENQ17481,Fixed,TRUE,7/20/2024,Trader65,RC65,C-868,Customer 868
ENQ17483,Lost,FALSE,8/2/2023,Trader65,RC65,C-83,Customer 83
ENQ17489,Lost,FALSE,1/30/2020,Trader58,RC58,C-1046,Customer 1046
ENQ17484,Fixed,TRUE,9/26/2024,Trader5,RC5,C-676,Customer 676
ENQ17487,Lost,FALSE,12/7/2025,Trader5,RC5,C-1150,Customer 1150
ENQ17488,Lost,FALSE,10/1/2025,Trader5,RC5,C-1150,Customer 1150
ENQ17486,Lost,FALSE,2/20/2025,Trader42,RC42,C-1258,Customer 1258
ENQ17482,Fixed,TRUE,1/22/2025,Trader26,RC26,C-841,Customer 841
ENQ17485,Lost,FALSE,9/5/2023,Trader19,RC19,C-1805,Customer 1805
ENQ17491,Fixed,TRUE,8/12/2022,Trader65,RC65,C-83,Customer 83
ENQ17495,Lost,FALSE,6/3/2022,Trader65,RC65,C-188,Customer 188
ENQ17494,Lost,FALSE,8/21/2024,Trader58,RC58,C-2015,Customer 2015
ENQ17496,Lost,FALSE,1/23/2024,Trader52,RC52,C-1678,Customer 1678
ENQ17497,Lost,FALSE,5/27/2025,Trader52,RC52,C-1433,Customer 1433
ENQ17492,Lost,FALSE,6/24/2025,Trader51,RC51,C-373,Customer 373
ENQ17493,Lost,FALSE,2/1/2022,Trader36,RC36,C-263,Customer 263
ENQ17490,Fixed,TRUE,8/31/2023,Trader26,RC26,C-841,Customer 841
ENQ17498,Fixed,TRUE,5/3/2022,Trader25,RC25,C-1382,Customer 1382
ENQ17509,Fixed,TRUE,9/3/2022,Trader65,RC65,C-1151,Customer 1151
ENQ17504,Fixed,TRUE,7/31/2024,Trader6,RC6,C-2100,Customer 2100
ENQ17505,Lost,FALSE,4/24/2022,Trader5,RC5,C-1626,Customer 1626
ENQ17507,Lost,FALSE,5/16/2025,Trader48,RC48,C-1192,Customer 1192
ENQ17501,Fixed,TRUE,10/4/2024,Trader44,RC44,C-843,Customer 843
ENQ17503,Lost,FALSE,3/2/2024,Trader44,RC44,C-25,Customer 25
ENQ17499,Lost,FALSE,6/30/2023,Trader40,RC40,C-9999,Customer 9999
ENQ17508,Lost,FALSE,7/10/2021,Trader36,RC36,C-1180,Customer 1180
ENQ17502,Lost,FALSE,6/15/2024,Trader26,RC26,C-841,Customer 841
ENQ17500,Fixed,TRUE,8/20/2024,Trader25,RC25,C-971,Customer 971
ENQ17506,Lost,FALSE,10/14/2025,Trader17,RC17,C-1230,Customer 1230
ENQ17514,Lost,FALSE,2/23/2021,Trader80,RC80,C-2224,Customer 2224
ENQ17515,Lost,FALSE,5/18/2023,Trader65,RC65,C-1371,Customer 1371
ENQ17516,Lost,FALSE,5/27/2022,Trader65,RC65,C-1370,Customer 1370
ENQ17512,Fixed,TRUE,5/27/2025,Trader5,RC5,C-676,Customer 676
ENQ17517,Lost,FALSE,12/30/2020,Trader48,RC48,C-1185,Customer 1185
ENQ17518,Fixed,TRUE,6/24/2021,Trader40,RC40,C-1175,Customer 1175
ENQ17510,Lost,FALSE,12/30/2020,Trader23,RC23,C-9999,Customer 9999
ENQ17511,Lost,FALSE,6/18/2021,Trader19,RC19,C-712,Customer 712
ENQ17513,Fixed,TRUE,5/31/2021,Trader15,RC15,C-545,Customer 545
ENQ17524,Fixed,TRUE,9/25/2023,Trader70,RC70,C-2047,Customer 2047
ENQ17520,Fixed,TRUE,10/17/2023,Trader65,RC65,C-83,Customer 83
ENQ17523,Lost,FALSE,9/1/2022,Trader52,RC52,C-2072,Customer 2072
ENQ17525,Lost,FALSE,4/15/2024,Trader52,RC52,C-1260,Customer 1260
ENQ17526,Lost,FALSE,12/25/2022,Trader52,RC52,C-1222,Customer 1222
ENQ17522,Lost,FALSE,8/4/2024,Trader46,RC46,C-362,Customer 362
ENQ17521,Lost,FALSE,12/15/2020,Trader19,RC19,C-712,Customer 712
ENQ17519,Lost,FALSE,11/4/2024,Trader17,RC17,C-9999,Customer 9999
ENQ17527,Fixed,TRUE,5/15/2023,Trader65,RC65,C-83,Customer 83
ENQ17528,Fixed,TRUE,5/8/2023,Trader58,RC58,C-727,Customer 727
ENQ17534,Lost,FALSE,2/2/2021,Trader58,RC58,C-1003,Customer 1003
ENQ17533,Lost,FALSE,9/18/2023,Trader52,RC52,C-1183,Customer 1183
ENQ17529,Fixed,TRUE,4/13/2022,Trader47,RC47,C-546,Customer 546
ENQ17531,Lost,FALSE,5/26/2024,Trader46,RC46,C-1406,Customer 1406
ENQ17530,Fixed,TRUE,1/14/2021,Trader44,RC44,C-1429,Customer 1429
ENQ17532,Fixed,TRUE,12/2/2022,Trader22,RC22,C-1212,Customer 1212
ENQ17535,Lost,FALSE,5/21/2023,Trader71,RC71,C-858,Customer 858
ENQ17537,Declined,FALSE,10/12/2025,Trader51,RC51,C-618,Customer 618
ENQ17536,Lost,FALSE,6/28/2023,Trader5,RC5,C-643,Customer 643
ENQ17538,Lost,FALSE,7/27/2020,Trader36,RC36,C-306,Customer 306
ENQ17540,Lost,FALSE,2/14/2022,Trader26,RC26,C-189,Customer 189
ENQ17541,Fixed,TRUE,8/3/2025,Trader19,RC19,C-1406,Customer 1406
ENQ17539,Lost,FALSE,4/11/2024,Trader17,RC17,C-211,Customer 211
ENQ17542,Fixed,TRUE,8/23/2024,Trader14,RC14,C-1039,Customer 1039
ENQ17546,Lost,FALSE,9/26/2022,Trader68,RC68,C-1871,Customer 1871
ENQ17548,Lost,FALSE,9/25/2023,Trader63,RC63,C-1191,Customer 1191
ENQ17544,Lost,FALSE,4/30/2022,Trader52,RC52,C-386,Customer 386
ENQ17549,Lost,FALSE,5/24/2021,Trader5,RC5,C-1150,Customer 1150
ENQ17550,Fixed,TRUE,2/7/2025,Trader48,RC48,C-1141,Customer 1141
ENQ17543,Fixed,TRUE,10/21/2023,Trader36,RC36,C-738,Customer 738
ENQ17545,Fixed,TRUE,7/25/2020,Trader22,RC22,C-1956,Customer 1956
ENQ17547,Lost,FALSE,3/28/2023,Trader17,RC17,C-1391,Customer 1391
ENQ17558,Fixed,TRUE,9/23/2020,Trader71,RC71,C-232,Customer 232
ENQ17560,Lost,FALSE,8/4/2023,Trader52,RC52,C-1720,Customer 1720
ENQ17552,Fixed,TRUE,3/11/2024,Trader47,RC47,C-930,Customer 930
ENQ17551,Fixed,TRUE,4/19/2023,Trader41,RC41,C-931,Customer 931
ENQ17561,Fixed,TRUE,9/9/2021,Trader40,RC40,C-1596,Customer 1596
